year,proportion
1887,0
1891,0
1893,0
1894,0
1895,0
1903,0.14285714285714288
1907,0
1908,0.17647058823529413
1909,0.25
1910,0.07142857142857144
1911,0.2777777777777778
1912,0.2592592592592593
1913,0.3870967741935484
1914,0.3225806451612903
1915,0.34782608695652173
1916,0.4390243902439025
1917,0.4666666666666666
1919,0.5098039215686274
1920,0.4615384615384615
1921,0.5428571428571428
1922,0.44067796610169496
1923,0.5789473684210527
1926,0.59375
