year,company,loc,lon,lat,technology,mult,n,dist,exp,expuni,expassoc,expprof,nexpuni,nexpassoc,nexpprof,univ_eigen,univ_ndegree,univ_degree,univ_close,univ_harm,univ_between,assoc_eigen,assoc_ndegree,assoc_degree,assoc_close,assoc_harm,assoc_between,prof_eigen,prof_ndegree,prof_degree,prof_close,prof_harm,prof_between,tech_eigen,tech_ndegree,tech_degree,tech_close,tech_harm,tech_between,country,tipo,code,empire,commonw,v2x_corr,v2xcl_prpty,statecap_baseline,statecap_base_fiscal,statecap_base_fiscal_edu,c_base,c_fiscal,c_comp,v2svstterr,v2stfisccap,v2x_rule
1911,Abbassi Wassau Gold Mines Limited,london,-0.1277583,51.5073509,cyanid,1,8,1.0013217677085525e-4,2,1,1,1,0,0,0,0.018423197931115524,0.013157894736842105,1,0.25524475524475526,0.26688596491228067,0,0.2253126058546354,0.03333333333333333,3,0.44554455445544555,0.4814814814814815,0.0039253487134000694,0.21532179121364523,0.03361344537815126,4,0.39403973509933776,0.44047619047619074,0.0036440379991444357,0.018899630439489307,0.022900763358778626,6,0.2903225806451613,0.2712468193384234,0.0014488030252192542,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,2,2,2,2,98,3,1
1921,Abbontiakoon Wassau Mines Limited,london,-0.1277583,51.50735,cyanid,0,8,0,4,3,2,2,0,0,0,0.19321583983762564,0.06382978723404255,3,0.3435114503816794,0.39255319148936174,0.03582255597274371,0.38782139164565665,0.0784313725490196,4,0.5204081632653061,0.5392156862745098,0.03255060918718952,0.433575226339029,0.10294117647058823,7,0.4722222222222222,0.5183823529411766,0.051310303669243,0.04912418423460723,0.03504043126684636,13,0.33055555555555555,0.3536388140161706,0.028853427902188446,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,1,2,2,1,89,3,1
1911,Abosso Gold Mining Company,transvaal,-81.1830974,43.2325617,cyanid,1,3,2.8333329557698393e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,canada,extraction,CAN,0,1,0.072,0.61,2,1,1,2,1,1,96,0,1
1912,Abosso Gold Mining Company,transvaal,-81.1830974,43.2325617,cyanid,1,7,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0.0926840370505694,0.012048192771084338,1,0.3878504672897196,0.4307228915662651,0,0.0871125223773843,0.00909090909090909,1,0.3588039867109635,0.39166666666666666,0,0.00349133219786769,0.022364217252396165,7,0.23238866396761135,0.25542900479002784,0.01463269818150122,canada,extraction,CAN,0,1,0.072,0.61,2,1,1,2,1,1,96,0,1
1913,Abosso Gold Mining Company,transvaal,-81.1830974,43.2325617,cyanid,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.974056989005204e-5,0.009433962264150943,3,0.1694021101992966,0.1742609853458908,0.011388211019185366,canada,extraction,CAN,0,1,0.072,0.61,2,1,1,2,1,1,96,0,1
1914,Abosso Gold Mining Company,transvaal,-81.1830974,43.2325617,cyanid,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2706982105814684e-4,0.008333333333333333,3,0.19642857142857142,0.18084435626102363,0,canada,extraction,CAN,0,1,0.067,0.61,2,1,1,2,1,1,96,0,1
1915,Abosso Gold Mining Company,transvaal,-81.1830974,43.2325617,cyanid,1,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0.1017941914236823,0.012195121951219513,1,0.36936936936936937,0.41463414634146345,0,0.09422722124891848,0.01020408163265306,1,0.35555555555555557,0.3897959183673468,0,0.0012357124661322896,0.028409090909090908,10,0.2644151565074135,0.26891233766233846,0.0023691795065161167,canada,extraction,CAN,0,1,0.067,0.61,2,2,1,2,2,1,98,0,1
1916,Abosso Gold Mining Company,transvaal,-81.1830974,43.2325617,cyanid,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0955178286238658e-4,0.01812688821752266,6,0.23503325942350334,0.24632426988922546,3.685468406698841e-4,canada,extraction,CAN,0,1,0.067,0.61,2,2,1,2,2,1,98,0,1
1917,Abosso Gold Mining Company,transvaal,-81.1830974,43.2325617,cyanid,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002976190476190476,1,1,0.002976190476190476,0,canada,extraction,CAN,0,1,0.067,0.61,2,2,1,2,2,1,98,0,1
1919,Abosso Gold Mining Company,transvaal,-81.1830974,43.2325617,cyanid,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.801533433565146e-4,0.011235955056179775,4,0.23233695652173914,0.23685125735687643,0,canada,extraction,CAN,0,1,0.067,0.631,2,2,1,2,2,1,98,0,1
1920,Abosso Gold Mining Company,transvaal,-81.1830974,43.2325617,cyanid,1,7,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0.10617128598164016,0.01639344262295082,1,0.33516483516483514,0.3811475409836066,0,0.09551950425563492,0.01282051282051282,1,0.32098765432098764,0.3604700854700853,0,0.0018267946918258714,0.03125,12,0.3023634881825591,0.31757812499999977,0.019353590828357626,canada,extraction,CAN,0,1,0.067,0.631,2,1,1,2,2,1,98,0,1
1921,Abosso Gold Mining Company,transvaal,-81.1831,43.23256,cyanid,1,6,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0.21258815385786162,0.0392156862745098,2,0.3984375,0.44934640522875813,0.002331092273926053,0.1905877548387474,0.029411764705882353,2,0.3617021276595745,0.4102941176470586,9.301904269976988e-4,0.058577928837369286,0.0431266846361186,16,0.32842686292548295,0.3507637017070965,0.00796394883311936,canada,extraction,CAN,0,1,0.067,0.631,2,1,1,2,2,1,98,0,1
1922,Abosso Gold Mining Company,transvaal,-81.1831,43.23256,cyanid,1,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0.13269949709923953,0.021739130434782608,1,0.38333333333333336,0.4293478260869565,0,0.12077349902726038,0.016129032258064516,1,0.3583815028901734,0.39784946236559116,0,0.010703666129812365,0.038461538461538464,14,0.3099467140319716,0.3229853479853477,0.0012525588022488743,canada,extraction,CAN,0,1,0.07,0.631,2,1,1,2,2,1,98,0,1
1923,Abosso Gold Mining Company,transvaal,-81.1831,43.23256,cyanid,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008335711133649538,0.015873015873015872,6,0.3255184851217313,0.33505291005290905,1.5997982239897252e-4,canada,extraction,CAN,0,1,0.07,0.631,2,1,1,2,2,1,98,0,1
1914,Acorn Gold Mines Limited,rhodesia,-97.2134822,32.8294337,cyanid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,extraction,USA,0,0,0.079,0.581,1,2,1,1,2,1,98,3,1
1908,Adolf Bleichert Wire Ropeways,johannesburg,28.04731,-26.2041,cyanid,1,4,0,0,0,0,0,1,0,0,0.33198725488316777,0.056338028169014086,4,0.3641025641025641,0.4241784037558684,0.028733363662941117,0,0,0,0,0,0,0.06902881740796306,0.037037037037037035,4,0.3185840707964602,0.36759259259259247,0.003448148198889091,0,0,0,0,0,0,south africa,extraction,ZAF,1,1,0.408,0.115,NA,NA,NA,NA,NA,NA,NA,-2,0
1908,African And General Exploration Limited,valley,-94.64745,36.83507,amalgama,1,3,99.01792617439946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,extraction,USA,0,0,0.117,0.581,1,1,1,1,1,1,98,1,1
1895,African Gold Recovery Company,johannesburg,28.04731,-26.2041,cyanid,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,south africa,extraction,ZAF,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1910,African Gold Recovery Company,johannesburg,28.04731,-26.2041,cyanid,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017873993574445756,0.023696682464454975,5,0.2998324958123953,0.2944482058226141,0.002015190311093463,south africa,extraction,ZAF,1,1,0.408,0.115,-1,-2,-3,-1,-2,-3,82,-2,0
1895,Afrikander Gold Mining Company,johannesburg,28.04731,-26.2041,cyanid,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,south africa,extraction,ZAF,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1914,Air Bel Ing Flob Leather,western,-95.7127622,37.0937489,cyanid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,extraction,USA,0,0,0.079,0.581,1,2,1,1,2,1,98,3,1
1921,Akoko Main Reef Limited,london,-0.1277583,51.50735,cyanid,0,4,0,3,1,2,1,0,1,0,0.3400624786602788,0.10638297872340426,5,0.42857142857142855,0.47340425531914876,0.16851947517997468,0.38782139164565665,0.0784313725490196,4,0.5204081632653061,0.5392156862745098,0.03255060918718952,0.4887675833712355,0.1323529411764706,9,0.4927536231884058,0.5416666666666669,0.13537852221985386,0.03015206246091387,0.0431266846361186,16,0.3472762645914397,0.3696316262353975,0.0569283889750958,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,1,2,2,1,89,3,1
1923,Akoko Main Reef Limited,alaska,-149.4937,64.20084,cyanid,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430149911298621,0.05291005291005291,20,0.37960042060988436,0.40480599647266263,0.02486741721573486,united states of america,extraction,USA,0,0,0.096,0.581,1,2,1,1,2,1,98,3,1
1919,Akoko Math Reef,london,-0.1277583,51.5073509,cyanid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,1,2,2,1,89,3,1
1914,Alaska Mecha Mining Company,alaska,-149.4936733,64.2008413,cyanid,1,4,0,3,1,3,1,0,0,0,0.18714380158545021,0.015873015873015872,1,0.32786885245901637,0.3542328042328043,0,0.15380338697736776,0.027777777777777776,2,0.4,0.4467592592592592,0.002687410423084053,0.19588726988253688,0.03296703296703297,3,0.3991228070175439,0.44322344322344354,0.004501625873914125,0,0.016666666666666666,6,0.8,0.009722222222222222,7.737542556484061e-6,united states of america,extraction,USA,0,0,0.079,0.581,1,2,1,1,2,1,98,3,1
1919,Alaska Mexican Gold Mining,alaska,-149.4936733,64.2008413,cyanid,1,6,0,3,1,2,1,0,0,0,0.24082592586102577,0.018867924528301886,1,0.3516483516483517,0.24056603773584911,0,0.1849466155029335,0.03076923076923077,2,0.40625,0.45256410256410257,0.0028106765515520746,0.22492173727052464,0.0375,3,0.39603960396039606,0.44208333333333316,0.0034446484905564477,9.160362019186555e-4,0.03089887640449438,11,0.2179732313575526,0.22410379882290146,0.005428337817165163,united states of america,extraction,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1920,Alaska Mexican Gold Mining,alaska,-149.4936733,64.2008413,cyanid,1,4,0,3,1,3,1,0,0,0,0.18350210651708015,0.018518518518518517,1,0.33540372670807456,0.38765432098765434,0,0.2120506100751314,0.03278688524590164,2,0.4295774647887324,0.4699453551912568,0.0034863441389373223,0.27362305280716936,0.038461538461538464,3,0.41711229946524064,0.4594017094017093,0.004478382044247401,0,0.028645833333333332,11,1,0.013020833333333332,2.0379492678774662e-5,united states of america,extraction,USA,0,0,0.078,0.581,1,2,1,1,2,1,98,3,1
1913,Alaska Mexican Gold Mining Company,alaska,-149.4936733,64.2008413,cyanid,1,5,2352.3449498783734,0,0,0,0,1,2,1,0.19784087033191036,0.017241379310344827,1,0.3706896551724138,0.30890804597701155,0,0.14456994114526653,0.02531645569620253,2,0.3910891089108911,0.43881856540084385,0.009311611480514261,0.2055591123861269,0.030612244897959183,3,0.40611353711790393,0.4268707482993199,0.00891896538135739,0,0,0,0,0,0,united states of america,extraction,USA,0,0,0.083,0.581,1,2,1,1,2,1,98,3,1
1915,Alaska Mexican Gold Mining Company,alaska,-149.4936733,64.2008413,cyanid,1,5,0,4,1,3,1,0,0,0,0.17900057808161823,0.016129032258064516,1,0.3375,0.331989247311828,0,0.23537769416631812,0.036585365853658534,3,0.4659090909090909,0.49491869918699194,0.008450467270806433,0.27150522768921476,0.04081632653061224,4,0.44036697247706424,0.46768707482993216,0.006317398424768313,1.594793997848185e-17,0.028409090909090908,10,1,0.011363636363636364,1.780626780626781e-5,united states of america,extraction,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1916,Alaska Mexican Gold Mining Company,alaska,-149.4936733,64.2008413,cyanid,1,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0.3417293921372805,0.05172413793103448,3,0.46774193548387094,0.5014367816091954,0.02928582851316676,0.34924396483431314,0.04,3,0.4166666666666667,0.45777777777777756,0.01664616703080194,0,0.021148036253776436,7,1,0.00906344410876133,9.154994049253868e-6,united states of america,extraction,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1917,Alaska Mexican Gold Mining Company,alaska,-149.4936733,64.2008413,cyanid,1,6,0,6,1,3,1,0,0,0,0.2202748666579428,0.027777777777777776,1,0.3018867924528302,0.323611111111111,0,0.3372650638768489,0.06521739130434782,3,0.45098039215686275,0.4963768115942029,0.01788638011771543,0.39888762926615107,0.06557377049180328,4,0.41216216216216217,0.465846994535519,0.016535618007113107,4.154954170631314e-7,0.041666666666666664,14,0.1747945205479452,0.17997685185185114,0.01689765458422175,united states of america,extraction,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1921,Alaska Mexican Gold Mining Company,alaska,-149.4937,64.20084,cyanid,1,2,0.001305163006854708,2,0,1,0,0,0,0,0,0,0,0,0,0,0.08091713249657767,0.0196078431372549,1,0.34459459459459457,0.39215686274509803,0,0.07800183961556481,0.014705882352941176,1,0.3300970873786408,0.3693627450980392,0,8.411136791756143e-5,0.016172506738544475,6,0.2061200923787529,0.2093056090360691,0,united states of america,extraction,USA,0,0,0.095,0.581,1,2,1,1,2,1,98,3,1
1922,Alaska Mexican Gold Mining Company,alaska,-149.4937,64.20084,cyanid,1,5,0,4,1,3,1,0,0,0,0.22177456628148337,0.02564102564102564,1,0.31896551724137934,0.3572649572649573,0,0.24230599175818893,0.043478260869565216,2,0.46938775510204084,0.4981884057971014,0.008183089475995655,0.2945022385517991,0.04838709677419355,3,0.43356643356643354,0.47177419354838684,0.009062734979139507,6.47658219163228e-18,0.04395604395604396,16,1,0.013736263736263738,1.1730693548875367e-4,united states of america,extraction,USA,0,0,0.094,0.581,1,2,1,1,2,1,98,3,1
1923,Alaska Mexican Gold Mining Company,alaska,-149.4937,64.20084,cyanid,1,5,0,4,1,2,1,0,0,0,0.20087660032654653,0.021739130434782608,1,0.3359375,0.36449275362318845,0,0.2408804085189506,0.05,2,0.46511627906976744,0.4979166666666666,0.004495648686825158,0.3036925924974234,0.05357142857142857,3,0.40875912408759124,0.4574404761904759,0.003353195528972565,2.0381274866342208e-4,0.04497354497354497,17,0.2327530625402966,0.24006676744772093,8.062835834684624e-4,united states of america,extraction,USA,0,0,0.096,0.581,1,2,1,1,2,1,98,3,1
1913,Alaska Treadwell Gold Mining Company,alaska,-149.4936733,64.2008413,cyanid,1,11,2352.3449498783734,1,0,1,0,1,4,1,0.19784087033191036,0.017241379310344827,1,0.3706896551724138,0.30890804597701155,0,0.2599970085588286,0.0379746835443038,3,0.4759036144578313,0.5010548523206751,0.025762660208005533,0.31417039517742007,0.04081632653061224,4,0.4492753623188406,0.45918367346938793,0.018547627821446904,0,0.009433962264150943,3,1,0.009433962264150945,5.95202666507946e-5,united states of america,extraction,USA,0,0,0.083,0.581,1,2,1,1,2,1,98,3,1
1914,Alaska Treadwell Gold Mining Company,treadwell,-73.960838,40.761481,cyanid,1,5,6.956691389791695,2,1,2,1,0,1,0,0.18714380158545021,0.015873015873015872,1,0.32786885245901637,0.3542328042328043,0,0.1538033869773678,0.027777777777777776,2,0.4,0.4467592592592592,0.002687410423084053,0.19588726988253677,0.03296703296703297,3,0.3991228070175439,0.44322344322344354,0.004501625873914125,0,0.019444444444444445,7,1,0.011111111111111112,1.4185494686887442e-5,united states of america,extraction,USA,0,0,0.079,0.581,1,2,1,1,2,1,98,3,1
1915,Alaska Treadwell Gold Mining Company,alaska,-149.4936733,64.2008413,cyanid,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0.17501729054130138,0.024390243902439025,2,0.43617021276595747,0.47154471544715454,0.003479880743511494,0.1640893130425048,0.02040816326530612,2,0.41025641025641024,0.4387755102040819,0.00205987102120933,1.3489362862435309e-17,0.019886363636363636,7,0.8,0.009943181818181818,0,united states of america,extraction,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1916,Alaska Treadwell Gold Mining Company,alaska,-149.4936733,64.2008413,cyanid,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012084592145015106,4,0.75,0.007552870090634441,0,united states of america,extraction,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1917,Alaska Treadwell Gold Mining Company,alaska,-149.4936733,64.2008413,cyanid,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.789198725431644e-6,0.01488095238095238,5,0.2108393919365499,0.2154336734693893,0.022388059701492536,united states of america,extraction,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1919,Alaska Treadwell Gold Mining Company,alaska,-149.4936733,64.2008413,cyanid,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.911507704850669e-4,0.011235955056179775,4,0.21755725190839695,0.21989031567683406,0,united states of america,extraction,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1920,Alaska Treadwell Gold Mining Company,alaska,-149.4936733,64.2008413,cyanid,1,8,0,5,1,4,1,0,0,0,0.18350210651708024,0.018518518518518517,1,0.33540372670807456,0.38765432098765434,0,0.3227985099646964,0.04918032786885246,3,0.4765625,0.505464480874317,0.009014342597879714,0.3732625176182168,0.05128205128205128,4,0.4406779661016949,0.480769230769231,0.00864997615872829,0,0.044270833333333336,17,1,0.013020833333333332,6.121319661626451e-5,united states of america,extraction,USA,0,0,0.078,0.581,1,2,1,1,2,1,98,3,1
1921,Alaska Treadwell Gold Mining Company,alaska,-149.4937,64.20084,cyanid,1,1,0.001305163006854708,1,0,1,0,0,0,0,0,0,0,0,0,0,0.08091713249657766,0.0196078431372549,1,0.34459459459459457,0.39215686274509803,0,0.07800183961556481,0.014705882352941176,1,0.3300970873786408,0.3693627450980392,0,0.0010423871464428454,0.0215633423180593,8,0.2590711175616836,0.2667115902964964,0.015473155095796606,united states of america,extraction,USA,0,0,0.095,0.581,1,2,1,1,2,1,98,3,1
1922,Alaska Treadwell Gold Mining Company,alaska,-149.4937,64.20084,cyanid,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0.10960649465894942,0.021739130434782608,1,0.35384615384615387,0.40217391304347827,0,0.10037965332984268,0.016129032258064516,1,0.33513513513513515,0.3755376344086021,0,1.080997746008781e-17,0.027472527472527472,10,0.7142857142857143,0.01098901098901099,3.7840946931856023e-6,united states of america,extraction,USA,0,0,0.094,0.581,1,2,1,1,2,1,98,3,1
1923,Alaska Treadwell Gold Mining Company,alaska,-149.4937,64.20084,cyanid,1,3,0,3,1,1,1,0,0,0,0.20087660032654645,0.021739130434782608,1,0.3359375,0.36449275362318845,0,0.12873463546897113,0.025,1,0.4,0.44375000000000003,0,0.2090306813366902,0.03571428571428571,2,0.38095238095238093,0.42767857142857113,7.523250598802401e-4,5.410421784349137e-4,0.03968253968253968,15,0.2680029695619896,0.27879188712522096,0.009061025201819041,united states of america,extraction,USA,0,0,0.096,0.581,1,2,1,1,2,1,98,3,1
1913,Alaska United Gold Mining Company,alaska,-149.4936733,64.2008413,cyanid,1,3,2352.3449498783734,0,0,0,0,1,1,1,0.19784087033191036,0.017241379310344827,1,0.3706896551724138,0.30890804597701155,0,0.054631743551072406,0.012658227848101266,1,0.32113821138211385,0.36392405063291133,0,0.12222234433354287,0.02040816326530612,2,0.35094339622641507,0.3778911564625849,0.002385257249989083,0,0,0,0,0,0,united states of america,extraction,USA,0,0,0.083,0.581,1,2,1,1,2,1,98,3,1
1915,Alaska United Gold Mining Company,alaska,-149.4936733,64.2008413,cyanid,1,5,0,3,1,3,1,0,0,0,0.17900057808161826,0.016129032258064516,1,0.3375,0.331989247311828,0,0.23537769416631815,0.036585365853658534,3,0.4659090909090909,0.49491869918699194,0.008450467270806433,0.27150522768921453,0.04081632653061224,4,0.44036697247706424,0.46768707482993216,0.006317398424768313,1.515633797835644e-17,0.02556818181818182,9,1,0.011363636363636364,1.4568764568764567e-5,united states of america,extraction,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1916,Alaska United Gold Mining Company,alaska,-149.4936733,64.2008413,cyanid,1,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0.34172939213728026,0.05172413793103448,3,0.46774193548387094,0.5014367816091954,0.02928582851316676,0.3492439648343132,0.04,3,0.4166666666666667,0.45777777777777756,0.01664616703080194,0,0.021148036253776436,7,1,0.00906344410876133,9.154994049253868e-6,united states of america,extraction,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1917,Alaska United Gold Mining Company,alaska,-149.4936733,64.2008413,cyanid,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.294856309307766e-8,0.017857142857142856,6,0.14885674288380774,0.14914375472411273,0,united states of america,extraction,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1919,Alaska United Gold Mining Company,alaska,-149.4936733,64.2008413,cyanid,1,5,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0.29515907268556874,0.046153846153846156,3,0.49242424242424243,0.5128205128205129,0.01135002415685261,0.284306649311624,0.0375,3,0.449438202247191,0.47812500000000047,0.007228430593858894,0.008821751894450416,0.025280898876404494,9,0.2773722627737226,0.286142322097379,0.026681173181410563,united states of america,extraction,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1921,Alaska United Gold Mining Company,alaska,-149.4937,64.20084,cyanid,1,4,0.001305163006854708,3,0,2,0,0,0,0,0,0,0,0,0,0,0.20511551436857708,0.0392156862745098,2,0.4396551724137931,0.4787581699346405,0.006187411184205006,0.19014412710231252,0.029411764705882353,2,0.3953488372093023,0.4362745098039213,0.0028025266092299717,1.515960450389391e-4,0.02425876010781671,9,0.2061200923787529,0.2093056090360691,0,united states of america,extraction,USA,0,0,0.095,0.581,1,2,1,1,2,1,98,3,1
1923,Alaska United Gold Mining Company,alaska,-149.4937,64.20084,cyanid,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.24088040851895068,0.05,2,0.46511627906976744,0.4979166666666666,0.004495648686825158,0.20721061169088498,0.03571428571428571,2,0.3971631205673759,0.4410714285714283,0.0017713032022253978,0.0010324982275549302,0.031746031746031744,12,0.2925445705024311,0.3033068783068786,0.013049028997115037,united states of america,extraction,USA,0,0,0.096,0.581,1,2,1,1,2,1,98,3,1
1914,Alaska United Mining Company,alaska,-149.4936733,64.2008413,cyanid,1,5,0,2,1,2,1,0,0,0,0.18714380158545033,0.015873015873015872,1,0.32786885245901637,0.3542328042328043,0,0.07154364381956924,0.013888888888888888,1,0.3333333333333333,0.37847222222222215,0,0.1190013345375153,0.02197802197802198,2,0.3473282442748092,0.39450549450549444,0.0012933758162655662,0,0.011111111111111112,4,0.8,0.009722222222222222,3.868771278242031e-6,united states of america,extraction,USA,0,0,0.079,0.581,1,2,1,1,2,1,98,3,1
1921,Albion Mining Limited Ibb,chile,-71.54297,-35.67515,cyanid,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006212356151164375,0.016172506738544475,6,0.28154574132492116,0.29469901168014445,0.011444787953945627,chile,extraction,CHL,0,0,0.184,0.272,0,1,-1,0,1,-1,97,1,1
1926,Amajac Mines Co.,nayarit,-104.8454619,21.7513844,cyanid,0,2,259.0558783137641,0,0,0,0,0,2,0,0,0,0,0,0,0,0.2793173313275874,0.08695652173913043,2,0.42592592592592593,0.48550724637681164,0.009473519453756608,0.2706671528253036,0.0625,2,0.3950617283950617,0.44270833333333354,0.006908062377670637,0,0,0,0,0,0,mexico,extraction,MEX,0,0,0.795,0.557,-1,-1,-2,-1,-1,-2,95,0,0
1926,Amparo Mining Co.,jalisco,-103.3494376,20.6595382,cyanid,0,7,223.0436124102741,0,0,0,0,0,2,0,0,0,0,0,0,0,0.3439197490012092,0.08695652173913043,2,0.4423076923076923,0.49637681159420294,0.005175643416750134,0.33112979798987996,0.0625,2,0.3950617283950617,0.44635416666666683,0.002559741518328372,0,0,0,0,0,0,mexico,extraction,MEX,0,0,0.795,0.557,-1,-1,-2,-1,-1,-2,95,0,0
1914,Andrada Mines Limited,salisbury,-75.5993692,38.3606736,cyanid,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011111111111111112,4,0.8333333333333334,0.0125,1.392757660167131e-4,united states of america,extraction,USA,0,0,0.079,0.581,1,2,1,1,2,1,98,3,1
1908,Angelo Gold Mtr Rltmitedt,transvaal,-81.1831,43.23256,cyanid,1,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.13605608259257587,0.02531645569620253,2,0.395,0.4419831223628692,0.001564826686639876,0.12970510510647099,0.018518518518518517,2,0.3540983606557377,0.39922839506172836,6.912369113965371e-4,2.711786380696723e-18,0.013157894736842105,1,1,0.013157894736842105,0,canada,extraction,CAN,0,1,0.074,0.597,2,1,1,2,1,1,96,0,1
1909,Angelo Gold Mtr Rltmitedt,transvaal,-81.1831,43.23256,cyanid,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24950761430351512,0.05056179775280899,9,0.3357487922705314,0.3087613697164265,2.7389174838248636e-4,canada,extraction,CAN,0,1,0.074,0.597,2,1,1,2,1,1,96,0,1
1913,Anglo French Etmram Nhsmvala Navigation,rhodesia,-97.2134822,32.8294337,cyanid,1,11,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0.05463174355107239,0.012658227848101266,1,0.32113821138211385,0.36392405063291133,0,0.05681765265575403,0.01020408163265306,1,0.31313131313131315,0.3340136054421768,0,0.07590188363695445,0.050314465408805034,16,0.23515052888527258,0.2712439203005249,0.020261584631920803,united states of america,extraction,USA,0,0,0.083,0.581,1,2,1,1,2,1,98,3,1
1914,Anglo French Matabeleland Limited,rhodesia,-97.2134822,32.8294337,cyanid,1,8,0,5,1,1,0,0,0,0,0.18714380158545033,0.015873015873015872,1,0.32786885245901637,0.3542328042328043,0,0.07154364381956921,0.013888888888888888,1,0.3333333333333333,0.37847222222222215,0,0.11900133453751545,0.02197802197802198,2,0.3473282442748092,0.39450549450549444,0.0012933758162655662,0.2433466475820251,0.07777777777777778,28,0.32941176470588235,0.3464847883597871,0.027047406037536723,united states of america,extraction,USA,0,0,0.079,0.581,1,2,1,1,2,1,98,3,1
