year,company,loc,lon,lat,technology,mult,n,dist,exp,expuni,expassoc,expprof,nexpuni,nexpassoc,nexpprof,univ_eigen,univ_ndegree,univ_degree,univ_close,univ_harm,univ_between,assoc_eigen,assoc_ndegree,assoc_degree,assoc_close,assoc_harm,assoc_between,prof_eigen,prof_ndegree,prof_degree,prof_close,prof_harm,prof_between,tech_eigen,tech_ndegree,tech_degree,tech_close,tech_harm,tech_between,country,tipo,code,empire,commonw,v2x_corr,v2xcl_prpty,statecap_baseline,statecap_base_fiscal,statecap_base_fiscal_edu,c_base,c_fiscal,c_comp,v2svstterr,v2stfisccap,v2x_rule
1908,Deerlo Onso Limited Ate Mines Mited,montana,-110.3626,46.87968,gravity,1,3,1651.3197799955685,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.117,0.581,1,1,1,1,1,1,98,1,1
1909,Deerlodge Consolidated Mines Limited,montana,-110.3626,46.87968,gravity,1,1,1651.3197799955685,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.117,0.581,1,1,1,1,1,1,98,1,1
1912,Egyptian Investment And Agency Limited,rhodesia,-97.2134822,32.8294337,gravity,1,7,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.098,0.581,1,2,1,1,2,1,98,3,1
1913,Eileen Aid Annah Mining Limited,rhodesia,-97.2134822,32.8294337,flotation,1,8,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.40596158428926404,0.16666666666666666,4,0.43137254901960786,0.4722222222222224,0.15369795261099609,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.083,0.581,1,2,1,1,2,1,98,3,1
1926,El Oro Mining Railway Co. Ltd.,mexico,-102.552784,23.634501,gravity,0,9,0,0,NA,NA,NA,NA,NA,NA,0,0.05,1,1,0.05,0,0.46163213660029806,0.13043478260869565,3,0.4791666666666667,0.5362318840579711,0.021380650530848158,0.47614526831638954,0.125,4,0.43478260869565216,0.4713541666666668,0.07073410559238358,0,0,0,0,0,0,mexico,concentration,MEX,0,0,0.795,0.557,-1,-1,-2,-1,-1,-2,95,0,0
1926,El Potosi Mining Co.,chihuahua,-106.0691004,28.6329957,flotation,0,7,479.2878451107744,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.060216434602752056,0.03125,1,0.297029702970297,0.3145833333333332,0,0,0,0,0,0,0,mexico,concentration,MEX,0,0,0.795,0.557,-1,-1,-2,-1,-1,-2,95,0,0
1916,Empire Mines & Investment Co,bourne,-81.0712966,29.2105922,gravity,0,1,1133.8252179270862,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1916,Engels Copper Mining Co,san francisco,-122.4194155,37.7749295,flotation,0,1,1297.8699836449437,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1919,English Crown Spelter Co.,italy,12.56738,41.87194,gravity,1,2,1441.7216836134985,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,italy,concentration,ITA,0,0,0.348,0.619,1,1,0,1,1,0,94,2,1
1912,Entebpbise Gold Minibtg,rhodesia,-97.2134822,32.8294337,flotation,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.098,0.581,1,2,1,1,2,1,98,3,1
1911,Enterp Ise Gold Ining Estates,rhodesia,-97.2134822,32.8294337,flotation,1,6,688.7776232030768,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.47819640886626136,0.14285714285714285,2,0.35,0.44523809523809516,0.14285714285714285,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.098,0.581,1,2,1,1,2,1,98,3,1
1903,Enterprise British Columbia Mines Limited,british columbia,-127.6476,53.72667,gravity,1,5,Inf,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,canada,concentration,CAN,0,1,0.074,0.597,2,1,1,2,1,1,96,0,1
1915,Enterprise District Rrodesia Mining Limited,rhodesia,-97.2134822,32.8294337,flotation,1,2,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.5203771789285395,0.14814814814814814,4,0.43859649122807015,0.4722222222222224,0.08300261829673596,0,0.125,1,1,0.125,0,united states of america,concentration,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1913,Enterprise Gold Mining Estates Limited,rhodesia,-97.2134822,32.8294337,flotation,1,6,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.083,0.581,1,2,1,1,2,1,98,3,1
1914,Enterprise Gold Mining Estates Limited,rhodesia,-97.2134822,32.8294337,flotation,1,6,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.079,0.581,1,2,1,1,2,1,98,3,1
1916,Enterprise Gold Mining Estates Limited,rhodesia,-97.2134822,32.8294337,flotation,1,2,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.5166759843792827,0.1,3,0.35294117647058826,0.4205555555555556,0.005116962145359712,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1917,Enterprise Gold Mining Estates Limited,rhodesia,-97.2134822,32.8294337,flotation,1,2,0,2,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.5520169326795211,0.14285714285714285,3,0.45,0.44841269841269843,0.028628844700273264,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1919,Enterprise Gold Mining Estates Limited,rhodesia,-97.2134822,32.8294337,flotation,1,3,0,2,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.4040529119942175,0.1282051282051282,5,0.4148936170212766,0.48717948717948706,0.16945594720735419,0,0.09090909090909091,2,1,0.09090909090909091,0.004329004329004329,united states of america,concentration,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1920,Enterprise Gold Mining Estates Limited,rhodesia,-97.21348,32.82943,flotation,1,3,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.078,0.581,1,2,1,1,2,1,98,3,1
1911,Era Mining Properties Development Syndicate,london,-0.1277583,51.5073509,flotation,1,5,5871.576582717342,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united kingdom,concentration,GBR,1,1,0.028,0.73,2,2,2,2,2,2,98,3,1
1912,Fanti Syndicate Limited,transvaal,-81.1830974,43.2325617,flotation,1,7,2.8333329557698393e-4,2,NA,NA,NA,NA,NA,NA,0.22161111708980852,0.043478260869565216,3,0.3785310734463277,0.4195652173913042,0.09313955870673185,0.19079534482710747,0.03614457831325301,3,0.45604395604395603,0.4889558232931727,0.005272519679267401,0.8218468349860225,0.3157894736842105,6,0.5277777777777778,0.6228070175438597,0.39095128393374007,0.9999999999999996,0.4,2,1,0.2,0,canada,concentration,CAN,0,1,0.072,0.61,2,1,1,2,1,1,96,0,1
1919,Fernhill Collieries Limited,transvaal,-81.1830974,43.2325617,flotation,1,9,0,3,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.09070841068039699,0.015384615384615385,1,0.34946236559139787,0.39615384615384613,0,0.18298337841281762,0.02564102564102564,1,0.30952380952380953,0.35811965811965807,0,2.086227419034807e-16,0.18181818181818182,4,1,0.09090909090909091,0.004329004329004329,canada,concentration,CAN,0,1,0.067,0.631,2,2,1,2,2,1,98,0,1
1922,Ferrelra Delp Limited,transvaal,-81.1831,43.23256,flotation,1,10,0,5,NA,NA,NA,NA,NA,NA,0.22177456628148326,0.02564102564102564,1,0.31896551724137934,0.3572649572649573,0,0.3232295753231982,0.06521739130434782,3,0.5,0.5235507246376812,0.01630388914682605,0.5401277799762776,0.1,4,0.4175824175824176,0.45208333333333334,0.027045118560044355,5.0149086634298733e-17,0.3125,10,0.6428571428571429,0.21354166666666666,0.05241935483870968,canada,concentration,CAN,0,1,0.07,0.631,2,1,1,2,2,1,98,0,1
1923,Fraser Chalmers Engineering Work The,london,-0.1277583,51.50735,gravity,1,10,0,0,NA,NA,NA,NA,NA,NA,0.24712713680502343,0.06521739130434782,3,0.39814814814814814,0.4282608695652173,0.25371662674731726,0.43936106914507816,0.1,4,0.5263157894736842,0.55,0.017223966084825813,0.7430247315106373,0.19444444444444445,7,0.45,0.534722222222222,0.059572395692589056,0,0,0,0,0,0,united kingdom,concentration,GBR,1,1,0.027,0.73,2,2,1,2,2,1,89,3,1
1908,Geduld Deep Limited,transvaal,-81.1831,43.23256,flotation,1,18,1190.5160817678666,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,canada,concentration,CAN,0,1,0.074,0.597,2,1,1,2,1,1,96,0,1
1919,Goldfield Consolidated Mines,aurora,-88.3200715,41.7605849,flotation,0,9,436.06963358595647,0,NA,NA,NA,NA,NA,NA,0.08730651081557815,0.018867924528301886,1,0.2601626016260163,0.1852201257861634,0,0.1102124571826353,0.015384615384615385,1,0.3611111111111111,0.4076923076923077,0,0.20442250587006208,0.05128205128205128,2,0.33620689655172414,0.38461538461538475,0.0050974551228371075,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1920,Goldfield Consolidated Mines,nevada,-116.4194,38.80261,flotation,0,1,9.561125457013073e-4,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.078,0.581,1,2,1,1,2,1,98,3,1
1922,Goldfield Consolidated Mines,british columbia,-127.6476,53.72667,flotation,1,1,922.4646011477762,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,canada,concentration,CAN,0,1,0.07,0.631,2,1,1,2,2,1,98,0,1
1917,Goldfield Mines Company,nevada,-116.419389,38.8026097,flotation,0,1,537.0662291951146,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1921,Goldfields Consolidated Mines Company,nevada,-116.4194,38.80261,flotation,0,7,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.095,0.581,1,2,1,1,2,1,98,3,1
1923,Goldfields Consolidated Mines Company,british columbia,-127.6476,53.72667,flotation,1,7,0,2,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.304021270490804e-18,0.023255813953488372,1,1,0.023255813953488372,0,canada,concentration,CAN,0,1,0.07,0.631,2,1,1,2,2,1,98,0,1
1915,Gwys Anthracite Collieries Company,france,2.213749,46.227638,gravity,1,3,611.6698348586305,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,france,concentration,FRA,0,0,0.132,0.849,2,2,2,2,2,2,93,2,1
1920,Hearreira Delvelopment Oil,transvaal,-81.1831,43.23256,flotation,1,7,0,4,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.10587932409349127,0.01639344262295082,1,0.3630952380952381,0.40983606557377045,0,0.14231537733031777,0.027777777777777776,1,0.35294117647058826,0.388888888888889,0,7.780987539629866e-17,0.2692307692307692,7,0.8,0.13461538461538464,0.007384615384615385,canada,concentration,CAN,0,1,0.067,0.631,2,1,1,2,2,1,98,0,1
1920,Hokkaido Colliery Apnd Steamship Limited,ontario,-85.32321,51.25377,gravity,1,4,6.22427119220738e-4,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01220997394491025,0.038461538461538464,1,0.3269230769230769,0.2403846153846154,0,canada,concentration,CAN,0,1,0.067,0.631,2,1,1,2,2,1,98,0,1
1919,Hollinger Consolidated Gold Mines Limited,ontario,-85.323214,51.253775,gravity,1,8,944.8498229643143,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.17596148100371742,0.03076923076923077,2,0.3651685393258427,0.41794871794871796,0.0010355312430603172,0.2851237449989352,0.05128205128205128,2,0.3482142857142857,0.40042735042735056,0.0037053369475562726,0,0,0,0,0,0,canada,concentration,CAN,0,1,0.067,0.631,2,2,1,2,2,1,98,0,1
1921,Hollinger Consolidated Gold Mines Limited,ontario,-85.32321,51.25377,gravity,1,6,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,canada,concentration,CAN,0,1,0.067,0.631,2,1,1,2,2,1,98,0,1
1922,Hollinger Consolidated Gold Mines Limited,ontario,-85.32321,51.25377,gravity,1,2,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,canada,concentration,CAN,0,1,0.07,0.631,2,1,1,2,2,1,98,0,1
1917,Hollinger Ibre Gold Mines Limited,porcupine,-111.7909417,40.6189514,gravity,1,5,473.3053045204247,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1923,Hollinger Ibre Gold Mines Limited,ontario,-85.32321,51.25377,gravity,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,canada,concentration,CAN,0,1,0.07,0.631,2,1,1,2,2,1,98,0,1
1926,Humboldt Mining Co.,nayarit,-104.8454619,21.7513844,flotation,0,3,314.60486987034625,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.18779249691142777,0.03125,1,0.37037037037037035,0.3854166666666668,0,0,0,0,0,0,0,mexico,concentration,MEX,0,0,0.795,0.557,-1,-1,-2,-1,-1,-2,95,0,0
1913,Ida Gold Mining Company,western,-95.7127622,37.0937489,gravity,1,4,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.083,0.581,1,2,1,1,2,1,98,3,1
1914,Ida Gold Mining Company,western,-95.7127622,37.0937489,gravity,1,4,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.079,0.581,1,2,1,1,2,1,98,3,1
1915,Ida Gold Mining Company,western,-95.7127622,37.0937489,gravity,1,5,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.2111509283941721,0.037037037037037035,1,0.352112676056338,0.365432098765432,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1916,Ida Gold Mining Company,western,-95.7127622,37.0937489,gravity,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1917,Ida Gold Mining Company,western,-95.7127622,37.0937489,gravity,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1919,Ida Gold Mining Company,western,-95.7127622,37.0937489,gravity,1,7,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.013997548786215676,0.02564102564102564,1,0.23214285714285715,0.2598290598290597,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1920,Ida Gold Mining Company,western,-95.71276,37.09375,gravity,1,3,2.3055664769700538e-4,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.078,0.581,1,2,1,1,2,1,98,3,1
1926,Inde Gold Mining Co.,durango,-107.8800667,37.27528,gravity,0,1,62.535016482354486,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.067,0.581,1,2,1,1,2,1,98,3,1
1916,Inspiration Consolidated Copper Company,arizona,-111.0937311,34.0489281,flotation,1,1,197.84051842439305,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.5106994457284523,0.1,3,0.35294117647058826,0.4205555555555556,0.004843538251246162,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1917,Inspiration Consolidated Copper Company,arizona,-111.0937311,34.0489281,flotation,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1919,Inspiration Consolidated Copper Company,arizona,-111.0937311,34.0489281,flotation,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1920,Inspiration Consolidated Copper Company,arizona,-111.0937,34.04893,flotation,1,1,0.0028792421835747532,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.078,0.581,1,2,1,1,2,1,98,3,1
1922,Inspiration Consolidated Copper Company,arizona,-111.0937,34.04893,flotation,0,10,0,3,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.6829300030806533,0.15,6,0.4578313253012048,0.49791666666666634,0.07324264745958871,3.134317914643671e-18,0.09375,3,0.45,0.15104166666666666,0.016129032258064516,united states of america,concentration,USA,0,0,0.094,0.581,1,2,1,1,2,1,98,3,1
1923,Inspiration Consolidated Copper Company,arizona,-111.0937,34.04893,flotation,0,14,0,10,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.7711732383944869,0.19444444444444445,7,0.46153846153846156,0.5416666666666663,0.06466497309784272,0,0.09302325581395349,4,1,0.06976744186046512,0.0033222591362126247,united states of america,concentration,USA,0,0,0.096,0.581,1,2,1,1,2,1,98,3,1
1922,Ioo Ton Concentration Mill And T N Flotation Plant. Men. Atlanta Mines Co,atlanta,-84.3879824,33.7489954,flotation,0,1,738.6690389964374,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.094,0.581,1,2,1,1,2,1,98,3,1
1917,Irtysh Corporation Limited,london,-0.1277583,51.5073509,gravity,1,7,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united kingdom,concentration,GBR,1,1,0.028,0.73,2,2,2,2,2,2,94,3,1
1922,Iso Ton Concentration Mill Crusher And Hardinge Mill. Men. Bennett Martin Asbestos . Chrome Mines Ltd,chrome,-95.9674474,36.1738537,gravity,0,0,20.788309555817566,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.094,0.581,1,2,1,1,2,1,98,3,1
1921,Jumbo Gold Mining Company,broken,-95.78139,36.0629,flotation,1,2,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10514471391812036,0.08823529411764706,3,0.56,0.25,0.044563279857397504,united states of america,concentration,USA,0,0,0.095,0.581,1,2,1,1,2,1,98,3,1
1923,Jumbo Gold Mining Company,broken,-95.78139,36.0629,flotation,1,3,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14903075952226916,0.046511627906976744,2,0.43478260869565216,0.2306201550387597,0,united states of america,concentration,USA,0,0,0.096,0.581,1,2,1,1,2,1,98,3,1
1914,Junction North Broken Hill Mine,wales,-3.7837117,52.1306607,flotation,1,5,261.427925839659,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.16384541199108676,0.04,1,0.2911392405063291,0.3263809523809523,0,0,0,0,0,0,0,united kingdom,concentration,GBR,1,1,0.028,0.73,2,2,2,2,2,2,98,3,1
1919,Junction North Broken Hill Mine,broken,-95.7813885,36.0628961,flotation,1,9,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1923,Keffi Consolidated Tin Limited,alaska,-149.4937,64.20084,gravity,1,11,0,3,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.24566861563182385,0.05555555555555555,2,0.32727272727272727,0.38703703703703707,7.804232804232803e-4,0.0918961750578887,0.09302325581395349,4,0.4,0.22674418604651161,0.04318936877076412,united states of america,concentration,USA,0,0,0.096,0.581,1,2,1,1,2,1,98,3,1
1923,Keffi Consolidated Tin Limited,western,-95.71276,37.09375,flotation,1,11,0,3,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.24566861563182385,0.05555555555555555,2,0.32727272727272727,0.38703703703703707,7.804232804232803e-4,0.0918961750578887,0.09302325581395349,4,0.4,0.22674418604651161,0.04318936877076412,united states of america,concentration,USA,0,0,0.096,0.581,1,2,1,1,2,1,98,3,1
1922,Keffl Consolidated Tin Limited,alaska,-149.4937,64.20084,gravity,1,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.094,0.581,1,2,1,1,2,1,98,3,1
1922,Keffl Consolidated Tin Limited,western,-95.71276,37.09375,flotation,1,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.094,0.581,1,2,1,1,2,1,98,3,1
1917,Kennecott Copper Corporation,alaska,-149.4936733,64.2008413,gravity,1,5,0.001305163006854708,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.26923242161500804,0.09523809523809523,2,0.36,0.3746031746031745,0.010147392290249434,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1917,Kennecott Copper Corporation,western,-95.7127622,37.0937489,flotation,1,5,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.26923242161500804,0.09523809523809523,2,0.36,0.3746031746031745,0.010147392290249434,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1919,Kennecott Copper Corporation,alaska,-149.4936733,64.2008413,gravity,1,6,0.001305163006854708,3,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.5088063737260445,0.07692307692307693,3,0.40625,0.4623931623931624,0.020846060541329606,5.92710501355493e-17,0.045454545454545456,1,1,0.045454545454545456,0,united states of america,concentration,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1919,Kennecott Copper Corporation,western,-95.7127622,37.0937489,flotation,1,6,0,3,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.5088063737260445,0.07692307692307693,3,0.40625,0.4623931623931624,0.020846060541329606,5.92710501355493e-17,0.045454545454545456,1,1,0.045454545454545456,0,united states of america,concentration,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1921,Kennecott Copper Corporation,alaska,-149.4937,64.20084,gravity,1,6,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.095,0.581,1,2,1,1,2,1,98,3,1
1921,Kennecott Copper Corporation,western,-95.71276,37.09375,flotation,1,6,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,concentration,USA,0,0,0.095,0.581,1,2,1,1,2,1,98,3,1
1926,La Corona Mining Milling Co.,nayarit,-104.8454619,21.7513844,flotation,0,3,314.60486987034625,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.1431560373670224,0.03125,1,0.32967032967032966,0.3499999999999999,0,0,0,0,0,0,0,mexico,concentration,MEX,0,0,0.795,0.557,-1,-1,-2,-1,-1,-2,95,0,0
1926,La Dura Mill & Mining Co.,la concentration son,-110.3308814,29.2972247,gravity,0,6,65.67735331289872,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.625216858141772,0.1875,6,0.47619047619047616,0.5208333333333334,0.08159521008192734,0,0,0,0,0,0,mexico,concentration,MEX,0,0,0.795,0.557,-1,-1,-2,-1,-1,-2,95,0,0
1926,La Dura Mill & Mining Co.,sonora,-110.3308814,29.2972247,flotation,0,6,65.67735331289872,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.625216858141772,0.1875,6,0.47619047619047616,0.5208333333333334,0.08159521008192734,0,0,0,0,0,0,mexico,concentration,MEX,0,0,0.795,0.557,-1,-1,-2,-1,-1,-2,95,0,0
1913,Lahat Mines Limited,sydney,151.2092955,-33.8688197,gravity,1,5,1935.3247149934632,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,australia,concentration,AUS,0,1,0.041,0.659,2,3,2,2,3,2,99,2,1
